customer_id,recency,frequency,monetary,total_quantity,average_rating,average_pages_viewed,average_time_on_site,total_cart_additions,cluster,segment,activity_score
3657,39,1,2605.69,11,3.25,11.5,848.25,2,3,New Customer,28.0569
3658,155,3,4867.0,7,3.75,16.5,450.5,3,2,VIP,54.67
3659,204,0,0.0,6,4.0,13.0,1160.0,2,4,Lost,0.0
3660,5,1,747.12,10,3.6666666666666665,14.333333333333334,659.0,2,3,New Customer,9.4712
3661,62,1,947.05,4,4.5,6.0,730.5,1,3,New Customer,11.4705
3662,31,1,6559.04,7,4.333333333333333,11.333333333333334,752.6666666666666,2,2,VIP,67.5904
3663,14,0,0.0,2,4.0,19.0,1680.0,1,0,Regular,0.0
3664,162,0,0.0,10,4.0,11.25,817.75,2,4,Lost,0.0
3665,189,2,7405.12,6,2.0,7.5,732.0,2,2,VIP,78.0512
3666,14,2,1620.78,10,4.0,15.2,969.6,3,3,New Customer,20.2078
3667,54,1,1210.41,11,4.0,14.75,622.75,2,3,New Customer,14.1041
3668,276,0,0.0,1,4.0,8.0,822.0,1,4,Lost,0.0
3669,233,1,962.27,7,4.5,17.5,1211.5,2,1,At Risk,11.6227
3671,112,0,0.0,9,4.0,12.25,617.0,3,0,Regular,0.0
3672,49,1,559.71,9,4.25,12.75,955.25,3,3,New Customer,7.5971
3673,15,0,0.0,2,4.0,5.0,541.0,0,0,Regular,0.0
3675,91,0,0.0,4,4.0,13.333333333333334,1085.6666666666667,2,0,Regular,0.0
3676,250,1,1690.0,4,4.0,9.5,1120.0,2,1,At Risk,18.9
3677,328,0,0.0,5,4.0,17.0,666.5,0,4,Lost,0.0
3678,126,0,0.0,7,4.0,13.333333333333334,683.3333333333334,0,0,Regular,0.0
3679,37,0,0.0,5,4.0,23.0,1072.5,1,0,Regular,0.0
3680,12,2,3406.58,10,3.6666666666666665,14.666666666666666,1219.0,5,2,VIP,38.065799999999996
3681,127,1,3297.92,10,3.6666666666666665,8.0,517.6666666666666,2,1,At Risk,34.9792
3682,16,1,2922.6,12,4.2,10.2,246.0,3,3,New Customer,31.226
3683,164,0,0.0,6,4.0,11.5,1180.0,1,4,Lost,0.0
3684,65,0,0.0,5,4.0,6.5,371.5,0,0,Regular,0.0
3685,79,0,0.0,5,4.0,6.0,767.5,1,0,Regular,0.0
3686,76,1,1174.43,7,4.0,21.0,886.0,2,3,New Customer,13.7443
3687,113,0,0.0,4,4.0,10.0,989.5,2,0,Regular,0.0
3688,42,1,504.6,13,4.0,10.333333333333334,790.6666666666666,4,3,New Customer,7.046
3690,203,1,5307.62,10,4.0,16.666666666666668,1090.0,2,1,At Risk,55.0762
3691,36,2,1492.97,4,4.0,21.333333333333332,1102.6666666666667,3,3,New Customer,18.9297
3692,90,0,0.0,8,4.0,12.666666666666666,949.0,1,0,Regular,0.0
3693,55,1,3024.68,7,3.6666666666666665,8.666666666666666,640.0,2,3,New Customer,32.24679999999999
3694,159,0,0.0,16,4.0,13.857142857142858,708.8571428571429,2,4,Lost,0.0
3695,17,0,0.0,12,4.0,10.8,488.6,2,0,Regular,0.0
3696,66,0,0.0,11,4.0,13.5,1228.5,3,0,Regular,0.0
3697,49,1,2325.48,15,3.8333333333333335,13.333333333333334,718.3333333333334,4,3,New Customer,25.2548
3698,12,0,0.0,6,4.0,23.0,1104.5,1,0,Regular,0.0
3699,78,1,318.05,12,3.5,16.25,932.75,3,3,New Customer,5.1805
3701,89,1,542.49,12,4.0,11.25,1177.75,4,3,New Customer,7.4249
3702,158,0,0.0,4,4.0,12.0,470.0,0,4,Lost,0.0
3703,283,0,0.0,2,4.0,23.0,1661.0,0,4,Lost,0.0
3705,135,1,232.75,5,4.333333333333333,11.333333333333334,1076.6666666666667,3,3,New Customer,4.327500000000001
3706,63,1,1081.96,9,3.0,12.333333333333334,877.0,3,3,New Customer,12.819600000000001
3707,100,0,0.0,9,4.0,2.6666666666666665,366.6666666666667,3,0,Regular,0.0
3708,231,0,0.0,5,4.0,7.5,1267.5,1,4,Lost,0.0
3710,135,0,0.0,6,4.0,11.5,1219.5,0,0,Regular,0.0
3711,84,1,202.3,26,4.0,12.555555555555555,898.5555555555555,6,3,New Customer,4.023
3712,264,0,0.0,6,4.0,12.5,592.5,2,4,Lost,0.0
3713,72,1,1173.89,11,3.8,10.0,896.2,3,3,New Customer,13.738900000000001
3714,251,0,0.0,13,4.0,13.5,704.0,2,4,Lost,0.0
3715,36,2,5040.16,20,4.0,16.428571428571427,795.1428571428571,4,2,VIP,54.4016
3716,58,1,1167.95,6,4.333333333333333,7.0,453.0,1,3,New Customer,13.6795
3717,45,1,701.42,8,4.0,12.0,1020.25,2,3,New Customer,9.014199999999999
3718,43,2,1744.21,8,4.333333333333333,18.0,892.3333333333334,3,3,New Customer,21.4421
3719,113,0,0.0,4,4.0,12.0,491.5,1,0,Regular,0.0
3720,54,2,3747.54,10,4.666666666666667,15.666666666666666,1172.6666666666667,3,2,VIP,41.4754
3721,89,0,0.0,2,4.0,3.0,979.0,0,0,Regular,0.0
3722,52,1,3429.88,9,3.5,13.75,370.5,3,3,New Customer,36.2988
3723,39,0,0.0,8,4.0,19.0,1078.5,2,0,Regular,0.0
3724,58,0,0.0,8,4.0,18.0,1264.6666666666667,3,0,Regular,0.0
3725,206,1,676.94,2,5.0,2.0,21.0,1,1,At Risk,8.769400000000001
3726,17,1,6909.44,12,4.25,16.0,727.5,2,2,VIP,71.0944
3727,188,1,2799.69,6,4.0,11.5,1141.5,2,1,At Risk,29.9969
3728,114,1,254.29,4,4.333333333333333,10.666666666666666,1697.0,2,3,New Customer,4.5428999999999995
3729,39,0,0.0,9,4.0,3.0,662.0,1,0,Regular,0.0
3730,1,0,0.0,4,4.0,7.333333333333333,694.0,1,0,Regular,0.0
3731,52,0,0.0,6,4.0,14.0,847.5,0,0,Regular,0.0
3732,15,1,1229.92,12,4.0,9.0,1156.25,4,3,New Customer,14.2992
3733,224,1,807.14,2,4.5,18.0,1516.0,2,1,At Risk,10.0714
3735,122,1,110.17,8,3.25,10.5,1051.25,2,3,New Customer,3.1017
3736,5,0,0.0,10,4.0,10.25,813.75,2,0,Regular,0.0
3737,16,0,0.0,1,4.0,9.0,103.0,0,0,Regular,0.0
3738,130,0,0.0,2,4.0,18.0,1299.0,0,0,Regular,0.0
3739,276,0,0.0,2,4.0,2.0,195.0,0,4,Lost,0.0
3740,286,0,0.0,2,4.0,13.0,874.0,0,4,Lost,0.0
3741,26,3,6094.389999999999,11,4.75,15.25,940.5,3,2,VIP,66.94389999999999
3742,25,1,1125.14,5,4.0,20.5,514.0,2,3,New Customer,13.2514
3743,123,0,0.0,6,4.0,11.333333333333334,779.6666666666666,3,0,Regular,0.0
3744,100,0,0.0,8,4.0,15.333333333333334,608.3333333333334,2,0,Regular,0.0
3745,58,1,896.08,12,4.0,8.25,604.5,2,3,New Customer,10.9608
3746,75,2,9284.9,9,3.3333333333333335,13.333333333333334,1158.3333333333333,2,2,VIP,96.84899999999999
3747,143,0,0.0,2,4.0,10.0,785.0,1,0,Regular,0.0
3748,38,0,0.0,6,4.0,17.0,720.5,1,0,Regular,0.0
3749,47,0,0.0,7,4.0,20.0,734.5,1,0,Regular,0.0
3750,84,1,650.18,10,4.333333333333333,13.666666666666666,1243.3333333333333,3,3,New Customer,8.5018
3751,59,1,2637.54,3,4.0,16.0,1647.0,1,3,New Customer,28.3754
3752,72,2,3028.48,8,2.5,16.0,811.5,4,3,New Customer,34.284800000000004
3753,10,1,569.7,9,4.0,9.75,280.0,3,3,New Customer,7.697
3754,37,1,623.83,5,4.25,9.5,855.75,2,3,New Customer,8.2383
3756,147,0,0.0,6,4.0,7.0,1387.6666666666667,1,0,Regular,0.0
3757,227,0,0.0,2,4.0,18.5,240.5,0,4,Lost,0.0
3758,102,0,0.0,7,4.0,3.0,797.5,1,0,Regular,0.0
3759,191,0,0.0,7,4.0,12.0,991.0,1,4,Lost,0.0
3760,111,0,0.0,8,4.0,9.8,1483.8,3,0,Regular,0.0
3761,0,2,2952.99,10,4.0,9.4,504.6,4,3,New Customer,33.5299
3762,67,0,0.0,13,4.0,17.25,611.25,4,0,Regular,0.0
3763,60,1,915.39,6,4.0,13.0,934.6666666666666,2,3,New Customer,11.1539
3764,26,0,0.0,8,4.0,13.5,515.0,2,0,Regular,0.0
3765,37,2,2730.73,9,4.666666666666667,10.666666666666666,431.6666666666667,2,3,New Customer,31.3073
3766,317,0,0.0,2,4.0,1.0,1435.0,1,4,Lost,0.0
3767,185,3,7697.549999999999,10,3.6666666666666665,12.666666666666666,1000.6666666666666,3,2,VIP,82.9755
3768,22,1,2236.3,15,3.8333333333333335,14.333333333333334,935.1666666666666,5,3,New Customer,24.363000000000003
3769,44,2,1289.6499999999999,14,3.25,8.5,870.25,2,3,New Customer,16.896499999999996
3770,80,0,0.0,4,4.0,15.5,372.5,1,0,Regular,0.0
3771,246,0,0.0,2,4.0,9.5,821.5,0,4,Lost,0.0
3772,3,1,674.32,13,3.5,6.25,1168.0,2,3,New Customer,8.743200000000002
3773,174,1,437.63,1,4.0,15.0,1719.0,1,1,At Risk,6.3763
3774,222,1,2699.41,4,3.5,16.0,543.0,1,1,At Risk,28.9941
3775,109,2,4084.83,8,4.4,8.0,922.2,4,2,VIP,44.8483
3776,100,0,0.0,2,4.0,15.5,1082.0,1,0,Regular,0.0
3777,176,2,3038.35,14,3.25,4.5,1332.5,2,1,At Risk,34.3835
3778,341,0,0.0,4,4.0,10.0,1109.0,1,4,Lost,0.0
3779,74,1,2386.57,5,3.6666666666666665,8.333333333333334,972.3333333333334,1,3,New Customer,25.8657
3780,13,0,0.0,5,4.0,6.0,1310.0,1,0,Regular,0.0
3781,9,0,0.0,3,4.0,11.0,610.0,0,0,Regular,0.0
3782,141,0,0.0,4,4.0,11.5,983.5,1,0,Regular,0.0
3783,46,1,604.38,4,4.5,17.5,935.0,1,3,New Customer,8.043800000000001
3784,85,2,1658.4,12,4.0,18.0,1337.5,4,3,New Customer,20.584
3785,17,0,0.0,7,4.0,15.75,879.75,2,0,Regular,0.0
3786,69,0,0.0,6,4.0,10.0,745.3333333333334,2,0,Regular,0.0
3787,247,0,0.0,4,4.0,10.0,1272.0,1,4,Lost,0.0
3788,143,1,929.44,6,4.0,18.0,485.5,1,1,At Risk,11.294400000000001
3789,37,0,0.0,13,4.0,13.833333333333334,932.5,2,0,Regular,0.0
3790,234,1,1459.87,6,4.333333333333333,7.333333333333333,1170.3333333333333,3,1,At Risk,16.5987
3791,171,0,0.0,3,4.0,24.0,88.0,1,4,Lost,0.0
3792,167,2,3030.7200000000003,8,4.666666666666667,13.333333333333334,1211.6666666666667,2,1,At Risk,34.3072
3793,5,3,3480.98,9,4.2,12.0,748.6,3,2,VIP,40.8098
3794,62,0,0.0,3,4.0,17.5,900.0,1,0,Regular,0.0
3795,179,0,0.0,4,4.0,8.5,592.5,1,4,Lost,0.0
3796,306,1,2238.27,3,3.5,19.5,1063.5,2,1,At Risk,24.3827
3797,116,0,0.0,4,4.0,13.0,1446.0,1,0,Regular,0.0
3798,158,1,205.98,15,4.0,12.0,725.0,4,1,At Risk,4.0598
3799,57,2,6810.64,16,3.4,14.6,651.6,3,2,VIP,72.10640000000001
3800,42,0,0.0,8,4.0,13.666666666666666,872.6666666666666,1,0,Regular,0.0
3801,314,1,821.75,7,3.3333333333333335,16.0,1457.3333333333333,2,1,At Risk,10.2175
3802,7,1,2927.54,8,3.75,13.5,1183.5,3,3,New Customer,31.2754
3803,141,2,3018.73,5,4.0,13.5,1221.5,2,1,At Risk,34.1873
3804,197,1,1918.85,4,3.5,8.0,620.0,2,1,At Risk,21.188499999999998
3805,248,0,0.0,2,4.0,23.0,287.0,0,4,Lost,0.0
3806,7,2,3081.5,9,3.3333333333333335,6.0,592.0,2,3,New Customer,34.815
3808,7,0,0.0,15,4.0,17.8,969.6,1,0,Regular,0.0
3809,18,0,0.0,5,4.0,3.0,471.5,2,0,Regular,0.0
3810,165,0,0.0,3,4.0,18.0,1543.5,1,4,Lost,0.0
3811,41,0,0.0,7,4.0,13.5,510.75,0,0,Regular,0.0
3812,125,2,2872.67,5,4.0,10.0,641.5,2,3,New Customer,32.7267
3813,26,1,744.09,10,4.25,12.25,802.5,3,3,New Customer,9.4409
3815,119,0,0.0,10,4.0,15.0,908.3333333333334,2,0,Regular,0.0
3816,145,1,3193.45,11,4.333333333333333,12.333333333333334,964.3333333333334,1,1,At Risk,33.9345
3817,190,0,0.0,7,4.0,13.0,966.3333333333334,3,4,Lost,0.0
3818,43,1,3395.26,7,4.5,16.5,504.0,2,3,New Customer,35.952600000000004
3819,132,0,0.0,7,4.0,2.5,494.5,1,0,Regular,0.0
3821,47,2,2830.43,10,4.333333333333333,14.0,906.0,2,3,New Customer,32.3043
3822,27,1,505.58,9,3.3333333333333335,8.666666666666666,851.3333333333334,1,3,New Customer,7.0558
3823,71,1,2194.52,5,4.0,18.0,1022.0,2,3,New Customer,23.9452
3824,48,3,3904.47,12,3.8,10.0,690.8,5,2,VIP,45.0447
3825,54,0,0.0,4,4.0,12.0,858.0,1,0,Regular,0.0
3826,16,0,0.0,6,4.0,16.5,976.5,1,0,Regular,0.0
3827,46,3,6372.849999999999,11,3.8,11.8,1057.8,4,2,VIP,69.7285
3828,237,1,950.18,8,2.5,4.0,875.5,1,1,At Risk,11.5018
3829,82,1,564.28,9,4.0,13.25,667.5,2,3,New Customer,7.642799999999999
3830,21,1,1358.58,5,4.333333333333333,16.333333333333332,725.0,3,3,New Customer,15.585799999999999
3831,11,1,7265.12,18,4.0,15.666666666666666,1175.6666666666667,4,2,VIP,74.6512
3832,130,1,6699.59,8,4.333333333333333,18.333333333333332,1062.3333333333333,1,2,VIP,68.9959
3833,67,1,5109.3,7,3.5,8.0,344.5,2,2,VIP,53.093
3834,68,1,968.5,4,4.0,13.5,373.5,1,3,New Customer,11.685
3835,121,1,3122.06,3,4.0,2.0,13.0,1,3,New Customer,33.220600000000005
3836,41,0,0.0,6,4.0,13.0,124.66666666666667,1,0,Regular,0.0
3838,191,0,0.0,4,4.0,11.0,898.5,1,4,Lost,0.0
3839,102,1,903.92,8,4.333333333333333,11.333333333333334,613.0,2,3,New Customer,11.0392
3840,41,0,0.0,8,4.0,6.25,642.25,3,0,Regular,0.0
3841,202,0,0.0,5,4.0,23.5,1086.5,1,4,Lost,0.0
3842,361,0,0.0,3,4.0,13.0,1191.0,0,4,Lost,0.0
3843,265,0,0.0,7,4.0,14.5,456.0,2,4,Lost,0.0
3844,52,1,2859.8,8,4.0,15.666666666666666,850.6666666666666,3,3,New Customer,30.598000000000003
3845,33,2,2819.12,15,4.0,9.8,522.2,4,3,New Customer,32.191199999999995
3846,95,1,1652.19,7,3.6666666666666665,14.666666666666666,217.33333333333334,1,3,New Customer,18.521900000000002
3847,86,1,4909.18,6,3.0,13.5,1301.0,2,2,VIP,51.091800000000006
3848,115,2,5083.42,14,4.2,18.4,764.2,5,2,VIP,54.8342
3849,171,1,2315.04,5,4.5,16.5,1014.5,2,1,At Risk,25.1504
3850,120,1,3675.3,3,4.5,18.5,788.0,1,3,New Customer,38.753
3851,166,1,2101.57,8,4.333333333333333,14.666666666666666,1476.0,2,1,At Risk,23.015700000000002
3852,183,1,1110.02,5,4.0,18.0,1245.0,2,1,At Risk,13.1002
3853,14,0,0.0,16,4.0,9.714285714285714,669.2857142857143,3,0,Regular,0.0
3854,26,1,652.25,8,4.0,12.0,1116.5,3,3,New Customer,8.5225
3855,126,0,0.0,11,4.0,7.0,1184.0,1,0,Regular,0.0
3856,86,0,0.0,2,4.0,21.0,661.0,0,0,Regular,0.0
3857,1,1,2698.49,6,4.333333333333333,9.333333333333334,427.6666666666667,3,3,New Customer,28.984899999999996
3858,125,1,1594.4,8,3.6666666666666665,8.0,764.3333333333334,1,3,New Customer,17.944000000000003
3859,60,0,0.0,9,4.0,9.0,1155.5,3,0,Regular,0.0
3860,175,1,2441.37,10,4.0,12.666666666666666,299.3333333333333,1,1,At Risk,26.4137
3861,137,1,470.39,4,4.0,19.0,397.5,1,3,New Customer,6.7039
3862,150,1,3433.82,4,4.333333333333333,9.0,907.0,2,1,At Risk,36.3382
3863,193,1,244.54,8,3.3333333333333335,10.666666666666666,559.0,2,1,At Risk,4.445399999999999
3864,286,0,0.0,2,4.0,6.0,736.0,0,4,Lost,0.0
3865,11,0,0.0,6,4.0,12.0,1272.3333333333333,1,0,Regular,0.0
3866,98,0,0.0,3,4.0,23.0,810.0,0,0,Regular,0.0
3867,328,0,0.0,4,4.0,1.0,1515.0,1,4,Lost,0.0
3868,70,0,0.0,7,4.0,6.0,1353.0,2,0,Regular,0.0
3869,76,0,0.0,14,4.0,9.0,1220.1666666666667,4,0,Regular,0.0
3870,142,1,6415.09,7,4.0,9.666666666666666,777.6666666666666,3,2,VIP,66.15090000000001
3871,93,0,0.0,3,4.0,12.5,710.5,0,0,Regular,0.0
3872,79,1,3073.8,5,4.0,9.0,669.5,1,3,New Customer,32.738
3873,55,0,0.0,6,4.0,11.0,1052.6666666666667,2,0,Regular,0.0
3874,45,1,1674.7,18,4.142857142857143,15.857142857142858,1132.7142857142858,5,3,New Customer,18.747
3875,93,0,0.0,7,4.0,17.5,1032.5,2,0,Regular,0.0
3876,124,1,4145.45,10,4.0,9.5,500.5,3,1,At Risk,43.454499999999996
3877,1,0,0.0,5,4.0,13.0,1365.0,1,0,Regular,0.0
3878,52,0,0.0,8,4.0,12.333333333333334,1189.6666666666667,1,0,Regular,0.0
3879,91,0,0.0,1,4.0,19.0,1335.0,1,0,Regular,0.0
3880,315,1,461.33,4,4.5,15.0,508.0,1,1,At Risk,6.6133
3881,106,1,4236.88,12,4.0,12.5,692.5,3,3,New Customer,44.3688
3883,43,2,4394.8,20,4.0,6.333333333333333,626.6666666666666,4,2,VIP,47.948
3884,25,1,4545.56,11,4.0,8.25,912.0,4,2,VIP,47.455600000000004
3885,101,1,3134.36,9,3.75,9.75,666.75,2,3,New Customer,33.3436
3886,132,1,2776.48,7,3.6666666666666665,7.0,653.0,2,1,At Risk,29.7648
3887,96,1,4259.91,10,3.5,11.5,764.0,4,3,New Customer,44.5991
3888,124,2,1600.38,9,4.25,7.0,871.25,3,3,New Customer,20.003800000000002
3889,230,1,1150.2,8,4.5,16.0,1590.5,2,1,At Risk,13.502
3890,99,1,3330.18,11,4.0,7.5,535.75,1,3,New Customer,35.3018
3891,17,1,1779.52,8,4.333333333333333,11.333333333333334,823.6666666666666,3,3,New Customer,19.7952
3892,72,2,2469.43,10,4.25,11.0,792.75,2,3,New Customer,28.6943
3893,8,1,413.16,22,4.111111111111111,15.222222222222221,791.3333333333334,2,3,New Customer,6.131600000000001
3894,218,1,4068.51,8,3.6666666666666665,8.666666666666666,1038.3333333333333,2,1,At Risk,42.685100000000006
3895,317,0,0.0,3,4.0,3.0,1534.0,0,4,Lost,0.0
3896,29,0,0.0,9,4.0,19.0,1115.3333333333333,2,0,Regular,0.0
3897,12,2,1052.3000000000002,11,4.2,11.8,927.6,3,3,New Customer,14.523000000000001
3898,44,0,0.0,7,4.0,9.333333333333334,1342.6666666666667,1,0,Regular,0.0
3899,62,0,0.0,1,4.0,4.0,83.0,0,0,Regular,0.0
3900,120,0,0.0,14,4.0,6.0,1128.6,3,0,Regular,0.0
3901,129,0,0.0,10,4.0,11.333333333333334,596.0,1,0,Regular,0.0
3902,233,0,0.0,8,4.0,6.75,776.25,2,4,Lost,0.0
3903,114,0,0.0,1,4.0,3.0,310.0,0,0,Regular,0.0
3904,59,0,0.0,2,4.0,20.0,692.0,2,0,Regular,0.0
3906,61,0,0.0,6,4.0,14.5,899.0,1,0,Regular,0.0
3907,144,2,2540.27,11,4.25,12.75,590.5,4,1,At Risk,29.4027
3908,228,1,1345.32,1,4.0,20.0,624.0,1,1,At Risk,15.453199999999999
3909,110,1,3640.35,6,3.5,14.0,462.5,2,3,New Customer,38.4035
3910,171,2,2581.38,8,3.3333333333333335,6.0,572.3333333333334,3,1,At Risk,29.8138
3911,121,0,0.0,4,4.0,14.5,1285.5,1,0,Regular,0.0
3912,106,0,0.0,3,4.0,7.0,1022.0,1,0,Regular,0.0
3913,170,0,0.0,7,4.0,11.0,749.6666666666666,2,4,Lost,0.0
3914,140,1,4176.51,5,4.5,15.0,1557.0,2,1,At Risk,43.765100000000004
3915,113,1,1288.01,10,4.333333333333333,11.333333333333334,1068.6666666666667,3,3,New Customer,14.8801
3916,201,1,2369.47,10,4.0,4.25,981.25,3,1,At Risk,25.694699999999997
3917,331,0,0.0,1,4.0,9.0,553.0,1,4,Lost,0.0
3918,14,1,1907.28,4,5.0,14.0,663.0,1,3,New Customer,21.0728
3919,1,0,0.0,4,4.0,14.5,1183.5,2,0,Regular,0.0
3920,128,1,1047.76,4,2.0,18.0,1099.0,1,3,New Customer,12.4776
3921,97,1,1324.54,9,4.0,6.666666666666667,468.0,3,3,New Customer,15.2454
3922,148,1,1124.12,6,4.0,4.666666666666667,1152.0,1,1,At Risk,13.2412
3923,53,1,318.92,12,3.8,11.2,772.0,3,3,New Customer,5.1892
3924,7,2,2837.02,7,3.6666666666666665,19.0,1274.0,3,3,New Customer,32.3702
3925,141,0,0.0,8,4.0,9.0,596.6666666666666,1,0,Regular,0.0
3926,125,0,0.0,5,4.0,19.0,1115.5,2,0,Regular,0.0
3927,64,2,8560.119999999999,10,4.333333333333333,17.0,776.0,2,2,VIP,89.60119999999999
3928,268,1,490.16,1,5.0,2.0,1651.0,1,1,At Risk,6.9016
3929,246,0,0.0,4,4.0,19.0,463.0,1,4,Lost,0.0
3930,115,1,1088.14,4,4.0,11.5,483.5,1,3,New Customer,12.881400000000001
3931,18,1,1234.71,6,4.0,15.333333333333334,884.3333333333334,2,3,New Customer,14.347100000000001
3932,227,0,0.0,4,4.0,7.0,1035.5,0,4,Lost,0.0
3933,20,1,1443.76,13,3.75,10.5,983.75,3,3,New Customer,16.4376
3934,136,3,5505.83,11,4.5,8.0,625.25,4,2,VIP,61.0583
3935,113,1,6430.12,14,4.166666666666667,17.0,808.6666666666666,3,2,VIP,66.3012
3936,38,2,1458.47,6,3.5,18.0,745.5,2,3,New Customer,18.584699999999998
3937,211,1,464.54,4,4.0,7.0,1143.5,1,1,At Risk,6.6454
3938,37,1,3931.06,15,4.166666666666667,17.0,899.8333333333334,4,3,New Customer,41.3106
3939,113,1,4369.58,4,1.0,11.0,1312.0,1,2,VIP,45.6958
3940,314,0,0.0,3,4.0,4.0,1643.0,1,4,Lost,0.0
3941,23,1,1630.36,12,3.4,13.6,1320.6,4,3,New Customer,18.3036
3942,6,1,730.25,13,4.0,20.6,619.6,4,3,New Customer,9.3025
3943,53,1,1311.95,8,4.333333333333333,15.666666666666666,1416.3333333333333,3,3,New Customer,15.1195
3944,120,1,683.05,8,4.0,12.25,877.25,4,3,New Customer,8.8305
3945,283,1,427.77,5,2.5,12.0,572.5,2,1,At Risk,6.277699999999999
3946,151,0,0.0,12,4.0,14.5,569.5,4,4,Lost,0.0
3947,171,1,543.58,4,3.0,17.0,1259.5,2,1,At Risk,7.4358
3948,204,1,2062.9,2,4.0,20.0,284.0,1,1,At Risk,22.629
3949,214,0,0.0,5,4.0,8.666666666666666,1072.3333333333333,1,4,Lost,0.0
3950,33,2,9031.64,15,4.0,6.6,726.2,3,2,VIP,94.31639999999999
3951,283,0,0.0,2,4.0,24.0,399.0,1,4,Lost,0.0
3952,9,0,0.0,15,4.0,15.142857142857142,653.2857142857143,4,0,Regular,0.0
3953,19,0,0.0,6,4.0,8.0,1026.3333333333333,1,0,Regular,0.0
3954,258,0,0.0,4,4.0,11.0,763.3333333333334,2,4,Lost,0.0
3955,268,0,0.0,2,4.0,8.5,1120.5,1,4,Lost,0.0
3956,207,1,378.45,5,4.5,13.5,975.5,1,1,At Risk,5.7844999999999995
3957,43,0,0.0,2,4.0,8.0,1498.5,0,0,Regular,0.0
3958,35,0,0.0,7,4.0,14.333333333333334,1093.0,1,0,Regular,0.0
3959,97,0,0.0,3,4.0,13.0,784.5,0,0,Regular,0.0
3960,210,0,0.0,8,4.0,12.0,991.0,1,4,Lost,0.0
3961,61,1,862.45,6,3.5,8.0,651.0,2,3,New Customer,10.624500000000001
3962,43,2,3816.76,11,3.6,11.6,946.4,5,2,VIP,42.1676
3963,278,0,0.0,1,4.0,21.0,1566.0,0,4,Lost,0.0
3964,185,1,404.17,3,4.0,5.5,1342.0,1,1,At Risk,6.0417000000000005
3965,197,0,0.0,1,4.0,23.0,87.0,0,4,Lost,0.0
3966,143,2,4789.88,9,4.333333333333333,12.333333333333334,920.0,2,2,VIP,51.8988
3967,71,1,680.25,15,4.2,7.6,1030.4,4,3,New Customer,8.8025
3968,129,1,199.8,14,4.0,9.5,763.25,1,3,New Customer,3.998
3969,73,0,0.0,9,4.0,8.0,1163.0,2,0,Regular,0.0
3970,29,1,1755.35,5,4.0,17.0,366.0,1,3,New Customer,19.5535
3971,141,0,0.0,11,4.0,14.5,656.1666666666666,1,0,Regular,0.0
3972,329,0,0.0,4,4.0,8.0,981.0,0,4,Lost,0.0
3973,58,2,1321.01,11,4.166666666666667,15.166666666666666,911.8333333333334,4,3,New Customer,17.2101
3975,110,1,1413.24,9,3.5,9.25,753.5,2,3,New Customer,16.1324
3976,195,2,6368.5599999999995,11,3.5,15.25,739.0,4,2,VIP,67.6856
3977,20,0,0.0,2,4.0,14.0,876.5,1,0,Regular,0.0
3978,12,1,1462.08,9,4.25,8.5,987.5,3,3,New Customer,16.6208
3979,95,1,1357.1,3,2.0,19.0,192.0,1,3,New Customer,15.571
3980,206,2,5666.77,11,3.4,13.0,542.0,4,2,VIP,60.6677
3981,17,0,0.0,8,4.0,19.5,405.5,1,0,Regular,0.0
3982,51,1,2393.76,8,4.0,12.0,1057.3333333333333,2,3,New Customer,25.937600000000003
3983,159,0,0.0,5,4.0,14.0,667.0,3,4,Lost,0.0
3985,122,1,2319.93,16,3.6,15.2,573.0,4,3,New Customer,25.199299999999997
3986,137,0,0.0,5,4.0,13.5,532.5,1,0,Regular,0.0
3988,46,2,4183.2,14,3.75,10.0,1262.75,4,2,VIP,45.832
3989,88,2,4387.52,12,4.166666666666667,14.0,636.0,3,2,VIP,47.87520000000001
3990,10,1,911.58,2,1.0,23.0,1752.0,1,3,New Customer,11.1158
3991,141,1,2342.56,10,3.75,9.0,558.75,4,1,At Risk,25.4256
3992,2,1,337.88,8,4.0,22.333333333333332,758.6666666666666,3,3,New Customer,5.3788
3994,355,0,0.0,1,4.0,19.0,1414.0,1,4,Lost,0.0
3995,34,0,0.0,14,4.0,12.8,728.6,3,0,Regular,0.0
3997,13,0,0.0,9,4.0,9.75,940.0,2,0,Regular,0.0
3998,180,0,0.0,3,4.0,11.0,1735.0,1,4,Lost,0.0
3999,23,1,2157.54,18,4.0,7.166666666666667,592.1666666666666,2,3,New Customer,23.5754
4000,16,0,0.0,4,4.0,17.0,814.0,0,0,Regular,0.0
4001,347,0,0.0,3,4.0,2.0,1546.0,0,4,Lost,0.0
4002,71,0,0.0,14,4.0,11.333333333333334,1006.8333333333334,3,0,Regular,0.0
4003,336,1,899.28,4,2.0,21.0,357.0,1,1,At Risk,10.992799999999999
4004,185,3,11708.76,11,3.25,4.75,1251.5,4,2,VIP,123.08760000000001
4006,65,0,0.0,13,4.0,8.0,695.0,3,0,Regular,0.0
4007,61,1,2343.08,15,4.166666666666667,12.833333333333334,990.8333333333334,3,3,New Customer,25.430799999999998
4008,218,0,0.0,15,4.0,17.0,1208.8,1,4,Lost,0.0
4009,129,1,4003.56,7,3.6666666666666665,11.666666666666666,938.3333333333334,2,1,At Risk,42.0356
4010,6,0,0.0,4,4.0,9.0,608.0,1,0,Regular,0.0
