customer_id,session_id,visit_date,device_type,user_type,marketing_channel,product_id,product_category,unit_price,quantity,discount_percent,discount_amount,revenue,pages_viewed,time_on_site_sec,added_to_cart,purchased,cart_abandoned,rating,review_helpful_votes,payment_method,visit_day,visit_month,visit_weekday,visit_season,session_duration_bucket,revenue_normalized,location,calculated_revenue,purchase_value
4050,4253,2024-10-04,1,0,2,566,4,347.6,2,0,0.0,0.0,14,1717,0,0,0,4,0,5,4,10,4,0,Very Long,0.0,190,695.2,0.0
4074,4254,2024-10-31,0,1,5,28,6,800.37,3,10,240.11,0.0,2,1020,1,0,1,4,0,4,31,10,3,0,Long,0.0,140,2160.9990000000003,0.0
3950,4255,2024-07-20,1,1,0,205,3,494.07,4,0,0.0,0.0,2,749,1,0,1,4,0,1,20,7,5,2,Short,0.0,116,1976.28,0.0
3942,4256,2024-02-27,0,1,2,450,6,750.06,4,20,600.05,0.0,23,372,0,0,0,4,0,2,27,2,1,3,Very Short,0.0,123,2400.192,0.0
1807,4257,2024-09-17,1,0,2,493,3,1198.96,4,15,719.38,0.0,24,1738,1,0,1,4,0,5,17,9,1,0,Very Long,0.0,211,4076.464,0.0
6437,4258,2024-08-31,2,0,0,445,1,670.92,2,15,201.28,0.0,16,1090,0,0,0,4,0,0,31,8,5,2,Long,0.0,87,1140.5639999999999,0.0
1226,4259,2024-06-19,0,0,0,694,6,1463.52,4,0,0.0,0.0,1,1170,0,0,0,4,0,3,19,6,2,2,Long,0.0,190,5854.08,0.0
3033,4260,2024-08-20,0,0,2,368,6,1633.08,2,20,653.23,0.0,6,567,0,0,0,4,0,2,20,8,1,2,Short,0.0,169,2612.928,0.0
2818,4261,2024-03-18,1,0,3,414,3,1037.21,2,0,0.0,0.0,3,274,0,0,0,4,0,5,18,3,0,1,Very Short,0.0,155,2074.42,0.0
3623,4262,2024-10-22,1,1,0,443,2,1703.28,2,10,340.66,3065.9,14,1146,1,1,0,4,48,1,22,10,1,0,Long,0.388612004,131,3065.904,3065.9
7809,4263,2024-01-17,1,1,2,781,0,311.43,1,0,0.0,0.0,2,956,1,0,1,4,0,4,17,1,2,3,Long,0.0,95,311.43,0.0
6394,4264,2024-11-02,1,1,3,705,2,1962.08,1,25,490.52,1471.56,21,248,1,1,0,3,42,1,2,11,5,0,Very Short,0.186524636,214,1471.56,1471.56
9916,4265,2024-11-01,1,1,2,188,0,336.03,3,20,201.62,0.0,22,1668,0,0,0,4,0,5,1,11,4,0,Very Long,0.0,144,806.472,0.0
4160,4266,2024-09-07,0,1,4,672,1,449.77,2,0,0.0,0.0,21,464,1,0,1,4,0,3,7,9,5,0,Short,0.0,188,899.54,0.0
9355,4267,2024-10-24,2,0,2,876,7,154.35,4,10,61.74,0.0,8,310,1,0,1,4,0,2,24,10,3,0,Very Short,0.0,87,555.66,0.0
1404,4268,2024-11-29,1,1,2,614,4,391.38,2,10,78.28,704.48,7,44,1,1,0,4,41,5,29,11,4,0,Very Short,0.089294949,214,704.484,704.48
5537,4269,2024-02-29,1,0,2,190,2,601.17,1,0,0.0,0.0,4,523,1,0,1,4,0,2,29,2,3,3,Short,0.0,109,601.17,0.0
8188,4270,2024-07-17,1,0,3,215,4,115.94,3,0,0.0,347.82,5,1483,1,1,0,5,45,3,17,7,2,2,Very Long,0.044087226,133,347.82,347.82
5785,4271,2024-08-23,2,0,5,587,4,478.43,2,10,95.69,0.0,10,738,1,0,1,4,0,4,23,8,4,2,Short,0.0,81,861.174,0.0
9398,4272,2024-12-10,0,1,3,92,0,338.99,1,15,50.85,288.14,16,1447,1,1,0,3,45,1,10,12,1,3,Very Long,0.036522608,115,288.1415,288.14
3830,4273,2024-09-26,2,1,0,485,6,1873.5,1,0,0.0,0.0,24,1172,1,0,1,4,0,2,26,9,3,0,Long,0.0,117,1873.5,0.0
1299,4274,2024-08-04,0,0,5,838,3,696.99,4,15,418.19,0.0,18,616,1,0,1,4,0,0,4,8,6,2,Short,0.0,50,2369.766,0.0
7964,4275,2024-07-22,0,1,5,253,7,388.66,3,5,58.3,1107.68,8,1355,1,1,0,4,8,3,22,7,0,2,Long,0.140401756,85,1107.681,1107.68
1611,4276,2024-02-22,0,1,4,340,2,1079.88,3,10,323.96,0.0,18,306,0,0,0,4,0,2,22,2,3,3,Very Short,0.0,149,2915.6760000000004,0.0
7882,4277,2024-04-25,0,1,1,186,1,787.77,4,0,0.0,0.0,19,923,0,0,0,4,0,0,25,4,3,1,Long,0.0,159,3151.08,0.0
7600,4278,2024-06-07,1,0,4,804,4,251.07,2,10,50.21,0.0,13,117,1,0,1,4,0,4,7,6,4,2,Very Short,0.0,133,451.926,0.0
8597,4279,2024-11-17,1,1,1,74,3,894.1,1,0,0.0,0.0,2,998,0,0,0,4,0,2,17,11,6,0,Long,0.0,74,894.1,0.0
5309,4280,2024-11-10,0,0,1,1,1,774.97,2,20,309.99,0.0,22,1251,1,0,1,4,0,3,10,11,6,0,Long,0.0,135,1239.9520000000002,0.0
9058,4281,2024-08-22,0,0,5,712,7,151.46,4,15,90.88,0.0,16,1090,0,0,0,4,0,0,22,8,3,2,Long,0.0,13,514.964,0.0
2528,4282,2024-02-08,0,0,1,493,4,166.05,3,10,49.82,0.0,18,265,0,0,0,4,0,3,8,2,3,3,Very Short,0.0,115,448.33500000000004,0.0
4908,4283,2024-09-19,1,0,3,147,1,786.81,1,20,157.36,0.0,2,126,0,0,0,4,0,0,19,9,3,0,Very Short,0.0,163,629.448,0.0
2096,4284,2024-06-16,1,0,2,713,3,913.04,1,0,0.0,0.0,9,573,1,0,1,4,0,4,16,6,6,2,Short,0.0,13,913.04,0.0
7901,4285,2024-08-26,1,0,5,568,0,839.97,3,0,0.0,0.0,8,829,1,0,1,4,0,0,26,8,0,2,Short,0.0,106,2519.91,0.0
7427,4286,2024-06-07,1,0,3,535,6,787.33,3,25,590.5,0.0,1,1523,0,0,0,4,0,1,7,6,4,2,Very Long,0.0,180,1771.4925000000003,0.0
8256,4287,2024-09-20,1,1,2,169,1,289.98,2,0,0.0,0.0,21,1757,0,0,0,4,0,4,20,9,4,0,Very Long,0.0,166,579.96,0.0
7878,4288,2024-03-20,0,1,4,2,6,1586.39,3,0,0.0,4759.17,5,86,1,1,0,5,11,1,20,3,2,1,Very Short,0.603239046,95,4759.17,4759.17
3775,4289,2024-02-22,1,1,0,496,2,1069.26,3,15,481.17,2726.61,7,1376,1,1,0,5,24,0,22,2,3,3,Very Long,0.345605981,125,2726.613,2726.61
1612,4290,2024-03-21,1,0,0,733,3,368.96,3,5,55.34,0.0,2,498,1,0,1,4,0,0,21,3,3,1,Short,0.0,196,1051.5359999999998,0.0
9362,4291,2024-12-02,0,1,5,90,3,959.14,4,15,575.48,3261.08,1,323,1,1,0,4,36,4,2,12,0,3,Very Short,0.413351653,63,3261.076,3261.08
5434,4292,2024-01-28,1,1,0,582,5,1131.14,2,0,0.0,0.0,3,1739,0,0,0,4,0,2,28,1,6,3,Very Long,0.0,82,2262.28,0.0
1848,4293,2024-04-14,0,0,4,334,4,146.38,4,0,0.0,0.0,13,79,1,0,1,4,0,0,14,4,6,1,Very Short,0.0,89,585.52,0.0
9342,4294,2024-05-05,2,0,2,656,0,789.24,3,15,355.16,2012.56,19,219,1,1,0,5,46,5,5,5,6,1,Very Short,0.255098005,35,2012.5620000000001,2012.56
9947,4295,2024-11-01,0,0,3,587,0,518.49,2,5,51.85,0.0,3,1009,0,0,0,4,0,1,1,11,4,0,Long,0.0,177,985.131,0.0
5009,4296,2024-05-11,1,0,5,807,7,422.03,2,25,211.02,0.0,17,219,0,0,0,4,0,1,11,5,5,1,Very Short,0.0,29,633.045,0.0
7930,4297,2024-11-22,0,1,2,730,0,847.96,2,0,0.0,0.0,10,352,1,0,1,4,0,4,22,11,4,0,Very Short,0.0,121,1695.92,0.0
1326,4298,2024-12-26,2,0,0,298,0,483.83,3,15,217.72,0.0,12,1627,0,0,0,4,0,2,26,12,3,3,Very Long,0.0,51,1233.7665,0.0
1839,4299,2024-08-25,1,0,2,843,2,500.14,2,0,0.0,0.0,9,1617,0,0,0,4,0,1,25,8,6,2,Very Long,0.0,188,1000.28,0.0
3488,4300,2024-05-05,0,1,0,512,7,630.02,2,20,252.01,0.0,23,1623,0,0,0,4,0,3,5,5,6,1,Very Long,0.0,186,1008.032,0.0
6905,4301,2024-08-06,0,1,0,784,4,413.63,2,0,0.0,0.0,6,264,0,0,0,4,0,5,6,8,1,2,Very Short,0.0,13,827.26,0.0
2200,4302,2024-09-01,1,1,1,373,0,785.36,2,15,235.61,1335.11,16,1285,1,1,0,4,9,4,1,9,6,0,Long,0.16922919,3,1335.112,1335.11
1307,4303,2024-02-09,0,1,4,214,4,395.37,2,30,237.22,553.52,14,1271,1,1,0,5,42,3,9,2,4,3,Long,0.070160317,103,553.5179999999999,553.52
7018,4304,2024-10-31,0,1,3,96,6,1302.85,4,0,0.0,5211.4,5,1253,1,1,0,3,12,3,31,10,3,0,Long,0.660560552,40,5211.4,5211.4
7930,4305,2024-06-08,2,0,2,176,2,1683.25,1,15,252.49,0.0,21,825,1,0,1,4,0,4,8,6,5,2,Short,0.0,110,1430.7625,0.0
7652,4306,2024-11-04,1,1,3,653,2,879.77,3,15,395.9,0.0,16,1155,0,0,0,4,0,0,4,11,0,0,Long,0.0,113,2243.4135,0.0
8192,4307,2024-08-11,0,1,4,232,6,1227.64,1,10,122.76,0.0,16,965,1,0,1,4,0,5,11,8,6,2,Long,0.0,75,1104.8760000000002,0.0
8224,4308,2024-11-10,1,1,2,817,6,523.18,1,5,26.16,0.0,13,1116,1,0,1,4,0,3,10,11,6,0,Long,0.0,115,497.0209999999999,0.0
6421,4309,2024-01-30,0,0,4,875,4,229.78,1,15,34.47,0.0,21,1123,1,0,1,4,0,0,30,1,1,3,Long,0.0,55,195.313,0.0
5674,4310,2024-01-16,1,1,2,602,5,1107.04,3,0,0.0,0.0,17,1032,0,0,0,4,0,2,16,1,1,3,Long,0.0,68,3321.12,0.0
8710,4311,2024-02-10,0,0,3,883,4,55.91,3,15,25.16,0.0,14,164,1,0,1,4,0,4,10,2,5,3,Very Short,0.0,192,142.57049999999998,0.0
4131,4312,2024-11-15,0,1,2,575,6,607.71,1,0,0.0,607.71,8,1677,1,1,0,4,0,1,15,11,4,0,Very Long,0.077029062,150,607.71,607.71
1880,4313,2024-12-28,0,1,3,886,6,1944.14,4,0,0.0,7776.56,12,677,1,1,0,5,4,2,28,12,5,3,Short,0.985702262,47,7776.56,7776.56
7766,4314,2024-12-30,2,0,1,254,6,1234.54,3,15,555.54,0.0,15,1004,0,0,0,4,0,5,30,12,0,3,Long,0.0,89,3148.0769999999998,0.0
3483,4315,2024-05-01,0,0,2,623,0,916.03,4,10,366.41,3297.71,6,1786,1,1,0,4,13,3,1,5,2,1,Very Long,0.417994616,56,3297.708,3297.71
9808,4316,2024-04-06,1,1,0,143,2,1026.28,4,25,1026.28,0.0,21,1269,0,0,0,4,0,4,6,4,5,1,Long,0.0,211,3078.84,0.0
4727,4317,2024-05-07,1,0,5,381,2,962.78,4,0,0.0,0.0,10,528,0,0,0,4,0,4,7,5,1,1,Short,0.0,183,3851.12,0.0
8665,4318,2024-10-25,1,0,1,300,0,533.61,1,0,0.0,0.0,13,979,0,0,0,4,0,0,25,10,4,0,Long,0.0,194,533.61,0.0
1382,4319,2024-04-01,0,1,2,745,0,361.18,3,5,54.18,0.0,13,434,0,0,0,4,0,2,1,4,0,1,Very Short,0.0,85,1029.3629999999998,0.0
6932,4320,2024-07-18,1,1,1,353,7,777.38,2,20,310.95,1243.81,7,810,1,1,0,5,40,3,18,7,3,2,Short,0.157656641,93,1243.808,1243.81
5033,4321,2024-08-23,2,1,3,779,7,868.47,1,0,0.0,868.47,21,999,1,1,0,3,21,0,23,8,4,2,Long,0.110081173,141,868.47,868.47
5162,4322,2024-05-11,0,1,1,751,1,693.38,2,10,138.68,1248.08,7,1061,1,1,0,4,25,4,11,5,5,1,Long,0.158197877,26,1248.084,1248.08
3386,4323,2024-06-21,0,1,2,266,3,1009.93,2,15,302.98,1716.88,1,1429,1,1,0,4,26,2,21,6,4,2,Very Long,0.21761968,90,1716.8809999999999,1716.88
9739,4324,2024-08-30,2,0,0,295,6,1546.73,1,0,0.0,0.0,22,799,1,0,1,4,0,4,30,8,4,2,Short,0.0,13,1546.73,0.0
4534,4325,2024-10-15,1,0,3,259,3,1149.53,1,15,172.43,0.0,21,1555,0,0,0,4,0,1,15,10,1,0,Very Long,0.0,186,977.1004999999999,0.0
8653,4326,2024-03-10,1,1,0,483,1,746.68,3,0,0.0,0.0,24,745,1,0,1,4,0,3,10,3,6,1,Short,0.0,179,2240.04,0.0
4825,4327,2024-07-06,1,1,0,884,7,263.51,4,0,0.0,1054.04,23,708,1,1,0,4,25,5,6,7,5,2,Short,0.133602726,53,1054.04,1054.04
1434,4328,2024-02-26,0,1,2,776,7,846.95,2,0,0.0,0.0,6,32,0,0,0,4,0,1,26,2,0,3,Very Short,0.0,127,1693.9,0.0
8913,4329,2024-01-06,0,1,5,542,4,416.49,3,10,124.95,0.0,6,754,0,0,0,4,0,3,6,1,5,3,Short,0.0,47,1124.5230000000001,0.0
2665,4330,2024-08-23,0,1,0,538,0,987.48,3,0,0.0,2962.44,3,982,1,1,0,3,21,3,23,8,4,2,Long,0.375498139,24,2962.44,2962.44
3432,4331,2024-06-25,1,0,0,897,2,1345.54,3,0,0.0,4036.62,16,826,1,1,0,2,8,3,25,6,1,2,Short,0.51165367,183,4036.62,4036.62
8749,4332,2024-04-04,1,1,3,292,4,316.95,1,0,0.0,0.0,23,1250,1,0,1,4,0,0,4,4,3,1,Long,0.0,107,316.95,0.0
9042,4333,2024-01-21,1,0,1,573,3,662.49,3,15,298.12,0.0,7,527,1,0,1,4,0,0,21,1,6,3,Short,0.0,188,1689.3495,0.0
9249,4334,2024-12-11,1,1,2,318,1,435.07,2,0,0.0,870.14,20,1227,1,1,0,3,44,4,11,12,2,3,Long,0.11029285,180,870.14,870.14
4833,4335,2024-10-28,1,0,3,892,1,223.31,3,0,0.0,669.93,10,1490,1,1,0,4,49,3,28,10,0,0,Very Long,0.084915633,29,669.9300000000001,669.93
7811,4336,2024-12-07,0,0,4,453,6,819.04,2,5,81.9,0.0,13,632,0,0,0,4,0,0,7,12,5,3,Short,0.0,196,1556.176,0.0
3949,4337,2024-02-11,1,0,1,468,4,111.56,1,5,5.58,0.0,14,958,1,0,1,4,0,1,11,2,6,3,Long,0.0,203,105.982,0.0
7662,4338,2024-01-06,0,1,3,741,0,262.63,1,0,0.0,0.0,4,1546,1,0,1,4,0,2,6,1,5,3,Very Long,0.0,138,262.63,0.0
5522,4339,2024-03-20,0,1,0,731,2,927.25,1,30,278.18,649.08,7,711,1,1,0,2,8,0,20,3,2,1,Short,0.082272833,219,649.0749999999999,649.08
1467,4340,2024-02-06,0,1,5,353,3,1308.89,3,15,589.0,0.0,11,469,1,0,1,4,0,0,6,2,1,3,Short,0.0,145,3337.6695,0.0
4759,4341,2024-06-16,2,1,5,450,2,1368.43,3,30,1231.59,0.0,15,745,1,0,1,4,0,1,16,6,6,2,Short,0.0,5,2873.703,0.0
5209,4342,2024-08-23,0,0,2,304,5,784.45,3,0,0.0,0.0,4,523,1,0,1,4,0,2,23,8,4,2,Short,0.0,201,2353.3500000000004,0.0
3316,4343,2024-03-12,0,0,2,820,4,137.74,1,0,0.0,137.74,14,689,1,1,0,5,23,4,12,3,1,1,Short,0.017458957,166,137.74,137.74
4369,4344,2024-05-24,1,0,2,44,2,828.14,2,15,248.44,0.0,18,1268,1,0,1,4,0,3,24,5,4,1,Long,0.0,137,1407.838,0.0
5523,4345,2024-07-15,1,0,5,310,1,679.06,1,5,33.95,0.0,9,1279,0,0,0,4,0,4,15,7,0,2,Long,0.0,37,645.107,0.0
1447,4346,2024-04-25,1,1,3,727,6,578.81,2,15,173.64,0.0,13,337,0,0,0,4,0,0,25,4,3,1,Very Short,0.0,94,983.9769999999999,0.0
2366,4347,2024-06-17,0,1,3,474,0,703.47,4,0,0.0,0.0,22,1543,0,0,0,4,0,5,17,6,0,2,Very Long,0.0,206,2813.88,0.0
7900,4348,2024-08-03,0,0,1,603,6,1025.77,3,0,0.0,3077.31,5,15,1,1,0,5,0,3,3,8,5,2,Very Short,0.390058256,57,3077.31,3077.31
4167,4349,2024-12-13,0,1,5,161,5,535.73,1,0,0.0,535.73,22,1122,1,1,0,5,33,0,13,12,4,3,Long,0.067905381,185,535.73,535.73
6474,4350,2024-04-23,0,1,1,716,4,190.16,2,5,19.02,0.0,5,1343,0,0,0,4,0,1,23,4,1,1,Long,0.0,10,361.304,0.0
6091,4351,2024-02-02,0,0,0,725,6,1654.17,4,5,330.83,0.0,20,206,0,0,0,4,0,3,2,2,4,3,Very Short,0.0,36,6285.846,0.0
5960,4352,2024-11-13,1,1,1,177,2,680.06,3,20,408.04,0.0,9,291,1,0,1,4,0,2,13,11,2,0,Very Short,0.0,74,1632.144,0.0
4720,4353,2024-07-29,1,0,4,286,0,214.57,4,0,0.0,858.28,19,1531,1,1,0,3,21,2,29,7,0,2,Very Long,0.10878956,22,858.28,858.28
5349,4354,2024-06-21,0,0,3,480,0,184.56,3,0,0.0,0.0,16,783,1,0,1,4,0,1,21,6,4,2,Short,0.0,217,553.6800000000001,0.0
8414,4355,2024-09-19,0,0,3,8,2,1113.6,2,0,0.0,0.0,22,1046,0,0,0,4,0,2,19,9,3,0,Long,0.0,219,2227.2,0.0
9684,4356,2024-12-24,1,0,2,240,5,1307.59,1,15,196.14,0.0,3,871,0,0,0,4,0,1,24,12,1,3,Short,0.0,58,1111.4515,0.0
3310,4357,2024-02-16,1,0,1,190,3,1471.24,2,10,294.25,2648.23,14,664,1,1,0,4,8,1,16,2,4,3,Short,0.335671081,82,2648.232,2648.23
7024,4358,2024-11-10,1,0,5,444,4,144.94,2,10,28.99,0.0,24,1083,0,0,0,4,0,0,10,11,6,0,Long,0.0,117,260.892,0.0
9726,4359,2024-08-20,1,0,2,813,2,1943.55,2,5,194.36,0.0,2,569,1,0,1,4,0,3,20,8,1,2,Short,0.0,126,3692.745,0.0
1068,4360,2024-08-01,1,1,0,609,0,227.05,1,0,0.0,0.0,12,787,1,0,1,4,0,0,1,8,3,2,Short,0.0,130,227.05,0.0
8061,4361,2024-11-11,1,0,1,388,2,682.7,2,20,273.08,0.0,3,1044,1,0,1,4,0,1,11,11,0,0,Long,0.0,51,1092.3200000000002,0.0
5470,4362,2024-04-21,0,0,5,803,3,1200.93,3,10,360.28,0.0,5,420,0,0,0,4,0,4,21,4,6,1,Very Short,0.0,174,3242.511,0.0
9707,4363,2024-10-14,2,1,4,114,3,1388.25,4,0,0.0,5553.0,16,636,1,1,0,4,30,5,14,10,0,0,Short,0.703859375,36,5553.0,5553.0
6203,4364,2024-07-27,1,1,2,142,4,429.11,2,0,0.0,0.0,6,1396,0,0,0,4,0,0,27,7,5,2,Very Long,0.0,49,858.22,0.0
8542,4365,2024-12-07,0,1,4,551,4,90.79,3,0,0.0,0.0,2,395,1,0,1,4,0,0,7,12,5,3,Very Short,0.0,141,272.37,0.0
2493,4366,2024-06-19,1,1,3,538,4,141.5,3,0,0.0,0.0,10,471,1,0,1,4,0,4,19,6,2,2,Short,0.0,194,424.5,0.0
2278,4367,2024-09-20,0,1,1,845,3,743.4,3,5,111.51,0.0,17,1248,0,0,0,4,0,2,20,9,4,0,Long,0.0,39,2118.6899999999996,0.0
9338,4368,2024-06-30,1,0,3,793,2,588.4,1,0,0.0,0.0,24,836,0,0,0,4,0,1,30,6,6,2,Short,0.0,217,588.4,0.0
5737,4369,2024-05-23,0,1,3,661,4,92.32,1,15,13.85,0.0,16,1607,0,0,0,4,0,5,23,5,3,1,Very Long,0.0,124,78.472,0.0
6024,4370,2024-05-17,1,0,5,403,1,686.83,3,10,206.05,0.0,14,93,0,0,0,4,0,5,17,5,4,1,Very Short,0.0,140,1854.4410000000003,0.0
2529,4371,2024-12-01,1,1,2,574,4,138.05,4,15,82.83,0.0,13,90,0,0,0,4,0,2,1,12,6,3,Very Short,0.0,192,469.37,0.0
3040,4372,2024-11-01,1,0,4,294,0,546.13,1,0,0.0,0.0,14,332,0,0,0,4,0,0,1,11,4,0,Very Short,0.0,121,546.13,0.0
8363,4373,2024-03-23,1,1,2,556,1,591.72,4,0,0.0,0.0,16,1455,0,0,0,4,0,5,23,3,5,1,Very Long,0.0,37,2366.88,0.0
3729,4374,2024-11-11,0,1,5,356,6,939.69,3,15,422.86,0.0,2,250,0,0,0,4,0,1,11,11,0,0,Very Short,0.0,73,2396.2095,0.0
6256,4375,2024-08-01,0,0,1,456,2,1084.23,4,5,216.85,0.0,17,242,1,0,1,4,0,2,1,8,3,2,Very Short,0.0,122,4120.074,0.0
3848,4376,2024-02-08,1,0,3,386,4,238.67,2,5,23.87,0.0,7,771,1,0,1,4,0,0,8,2,3,3,Short,0.0,24,453.47299999999996,0.0
3370,4377,2024-10-06,1,0,2,378,4,415.31,4,10,166.12,0.0,19,1732,0,0,0,4,0,3,6,10,6,0,Very Long,0.0,212,1495.116,0.0
2494,4378,2024-02-29,2,0,5,561,5,1387.98,1,0,0.0,0.0,1,745,1,0,1,4,0,5,29,2,3,3,Short,0.0,58,1387.98,0.0
9365,4379,2024-11-14,0,0,2,247,6,1986.7,3,5,298.01,0.0,10,746,1,0,1,4,0,3,14,11,3,0,Short,0.0,171,5662.095,0.0
9459,4380,2024-06-14,1,1,3,883,3,1487.5,3,20,892.5,0.0,20,304,1,0,1,4,0,3,14,6,4,2,Very Short,0.0,150,3570.0,0.0
2036,4381,2024-11-30,2,0,2,488,5,549.93,1,5,27.5,522.43,23,764,1,1,0,2,32,3,30,11,5,0,Short,0.066219567,3,522.4335,522.43
4178,4382,2024-06-25,1,0,5,617,1,588.59,4,0,0.0,0.0,24,1521,1,0,1,4,0,3,25,6,1,2,Very Long,0.0,140,2354.36,0.0
6074,4383,2024-02-01,0,0,2,82,5,1016.69,3,0,0.0,0.0,17,1638,1,0,1,4,0,2,1,2,3,3,Very Long,0.0,217,3050.07,0.0
4449,4384,2024-10-06,1,0,1,689,6,1716.08,3,10,514.82,0.0,18,897,1,0,1,4,0,0,6,10,6,0,Short,0.0,157,4633.416,0.0
7488,4385,2024-09-22,1,0,5,20,4,283.16,2,15,84.95,0.0,8,936,0,0,0,4,0,5,22,9,6,0,Long,0.0,202,481.372,0.0
3341,4386,2024-04-20,1,1,0,251,6,1065.9,3,10,319.77,0.0,20,1419,0,0,0,4,0,4,20,4,5,1,Very Long,0.0,130,2877.9300000000003,0.0
1529,4387,2024-03-15,0,0,1,535,7,1032.55,1,0,0.0,1032.55,11,1622,1,1,0,4,28,2,15,3,4,1,Very Long,0.130878804,206,1032.55,1032.55
4032,4388,2024-11-11,1,1,1,479,4,379.35,3,10,113.81,0.0,16,1082,0,0,0,4,0,2,11,11,0,0,Long,0.0,92,1024.2450000000001,0.0
6380,4389,2024-10-11,0,1,3,302,3,761.14,4,15,456.68,0.0,11,28,1,0,1,4,0,4,11,10,4,0,Very Short,0.0,133,2587.8759999999997,0.0
2625,4390,2024-04-18,1,1,5,26,5,1612.45,3,10,483.74,0.0,21,127,1,0,1,4,0,2,18,4,3,1,Very Short,0.0,62,4353.615000000001,0.0
8342,4391,2024-09-12,2,0,3,717,3,799.44,1,10,79.94,0.0,16,36,0,0,0,4,0,0,12,9,3,0,Very Short,0.0,120,719.4960000000001,0.0
1110,4392,2024-03-28,2,0,5,621,3,559.83,3,5,83.97,0.0,11,1105,1,0,1,4,0,1,28,3,3,1,Long,0.0,42,1595.5155000000002,0.0
1607,4393,2024-03-07,1,0,1,693,7,766.55,1,0,0.0,766.55,4,731,1,1,0,5,7,1,7,3,3,1,Short,0.097162507,9,766.55,766.55
5579,4394,2024-08-30,1,0,0,286,6,694.7,4,0,0.0,0.0,19,407,1,0,1,4,0,2,30,8,4,2,Very Short,0.0,204,2778.8,0.0
5609,4395,2024-10-30,1,1,2,775,7,202.45,2,30,121.47,0.0,9,646,1,0,1,4,0,4,30,10,2,0,Short,0.0,214,283.42999999999995,0.0
3653,4396,2024-12-01,2,1,5,160,4,150.14,2,5,15.01,0.0,3,626,1,0,1,4,0,4,1,12,6,3,Short,0.0,135,285.26599999999996,0.0
3326,4397,2024-06-17,1,1,5,436,0,486.23,1,10,48.62,437.61,4,1529,1,1,0,3,27,2,17,6,0,2,Very Long,0.055468378,202,437.607,437.61
1628,4398,2024-02-22,1,1,1,24,5,1744.45,4,30,2093.34,0.0,14,1560,1,0,1,4,0,4,22,2,3,3,Very Long,0.0,145,4884.46,0.0
6965,4399,2024-07-17,0,0,5,765,3,789.33,2,0,0.0,0.0,12,1786,1,0,1,4,0,3,17,7,2,2,Very Long,0.0,61,1578.66,0.0
4410,4400,2024-09-05,0,0,5,248,0,569.83,3,20,341.9,1367.59,12,1216,1,1,0,5,43,5,5,9,3,0,Long,0.173346127,199,1367.5920000000003,1367.59
2067,4401,2024-12-20,0,0,3,593,3,521.42,1,10,52.14,0.0,14,1524,1,0,1,4,0,1,20,12,4,3,Very Long,0.0,195,469.27799999999996,0.0
4598,4402,2024-02-10,1,1,0,466,0,872.21,3,0,0.0,0.0,12,967,1,0,1,4,0,0,10,2,5,3,Long,0.0,127,2616.63,0.0
9432,4403,2024-08-27,2,1,4,829,6,715.08,1,20,143.02,0.0,6,379,1,0,1,4,0,0,27,8,1,2,Very Short,0.0,192,572.0640000000001,0.0
3350,4404,2024-07-05,2,0,3,84,4,357.27,4,15,214.36,1214.72,9,264,1,1,0,4,34,3,5,7,4,2,Very Short,0.153969397,27,1214.7179999999998,1214.72
9051,4405,2024-08-02,1,1,0,418,3,661.3,2,0,0.0,0.0,18,1278,0,0,0,4,0,1,2,8,4,2,Long,0.0,54,1322.6,0.0
3328,4406,2024-02-03,1,1,5,306,0,952.59,2,10,190.52,0.0,1,157,0,0,0,4,0,2,3,2,5,3,Very Short,0.0,183,1714.662,0.0
2673,4407,2024-01-07,1,1,1,605,2,774.81,1,0,0.0,0.0,18,887,0,0,0,4,0,3,7,1,6,3,Short,0.0,102,774.81,0.0
3345,4408,2024-08-09,1,0,2,161,0,454.05,3,5,68.11,0.0,11,845,1,0,1,4,0,2,9,8,4,2,Short,0.0,81,1294.0425,0.0
3909,4409,2024-03-13,1,1,3,224,5,1213.45,3,0,0.0,3640.35,4,855,1,1,0,3,12,3,13,3,2,1,Short,0.461425261,45,3640.3500000000004,3640.35
2085,4410,2024-08-12,0,1,4,349,5,390.2,3,15,175.59,0.0,24,652,0,0,0,4,0,1,12,8,0,2,Short,0.0,120,995.0099999999999,0.0
6288,4411,2024-01-10,1,0,1,724,6,577.23,2,0,0.0,1154.46,7,464,1,1,0,5,30,0,10,1,2,3,Short,0.146331261,147,1154.46,1154.46
4000,4412,2024-10-19,1,0,1,120,2,1047.78,1,0,0.0,0.0,18,1427,0,0,0,4,0,2,19,10,5,0,Very Long,0.0,60,1047.78,0.0
7461,4413,2024-05-01,0,0,3,659,1,166.17,3,0,0.0,0.0,2,1264,1,0,1,4,0,3,1,5,2,1,Long,0.0,69,498.51,0.0
5418,4414,2024-06-13,1,0,0,512,6,539.34,1,15,80.9,0.0,23,250,1,0,1,4,0,2,13,6,3,2,Very Short,0.0,68,458.439,0.0
4983,4415,2024-05-05,1,1,2,577,4,99.64,1,20,19.93,79.71,14,883,1,1,0,4,2,4,5,5,6,1,Short,0.010103481,40,79.712,79.71
5238,4416,2024-06-01,1,1,4,466,4,276.2,3,5,41.43,787.17,18,632,1,1,0,5,10,3,1,6,5,2,Short,0.099776154,159,787.1699999999998,787.17
