customer_id,total_sessions,total_purchases,total_revenue,average_order_value,average_pages_viewed,average_time_on_site,average_rating,total_quantity,average_discount,cart_additions,cart_abandoned,purchase_rate,abandonment_rate,cluster,customer_segment
3655,4,0,0.0,0.0,12.0,462.5,4.0,11,2.5,4,4,0.0,1.0,1,Occasional
3656,5,2,2618.1800000000003,523.6360000000001,6.0,1047.0,4.0,10,14.0,3,1,0.4,0.3333333333333333,2,Regular
3657,4,1,2605.69,651.4225,11.5,848.25,3.25,11,16.25,2,1,0.25,0.5,2,Regular
3658,4,3,4867.0,1216.75,16.5,450.5,3.75,7,12.5,3,0,0.75,0.0,0,Premium
3659,3,0,0.0,0.0,13.0,1160.0,4.0,6,13.333333333333334,2,2,0.0,1.0,1,Occasional
3660,3,1,747.12,249.04,14.333333333333334,659.0,3.6666666666666665,10,8.333333333333334,2,1,0.3333333333333333,0.5,2,Regular
3661,2,1,947.05,473.525,6.0,730.5,4.5,4,15.0,1,0,0.5,0.0,2,Regular
3662,3,1,6559.04,2186.346666666667,11.333333333333334,752.6666666666666,4.333333333333333,7,10.0,2,1,0.3333333333333333,0.5,0,Premium
3663,1,0,0.0,0.0,19.0,1680.0,4.0,2,0.0,1,1,0.0,1.0,1,Occasional
3664,4,0,0.0,0.0,11.25,817.75,4.0,10,7.5,2,2,0.0,1.0,1,Occasional
3665,2,2,7405.12,3702.56,7.5,732.0,2.0,6,5.0,2,0,1.0,0.0,0,Premium
3666,5,2,1620.78,324.156,15.2,969.6,4.0,10,6.0,3,1,0.4,0.3333333333333333,2,Regular
3667,4,1,1210.41,302.6025,14.75,622.75,4.0,11,10.0,2,1,0.25,0.5,2,Regular
3668,1,0,0.0,0.0,8.0,822.0,4.0,1,15.0,1,1,0.0,1.0,1,Occasional
3669,2,1,962.27,481.135,17.5,1211.5,4.5,7,15.0,2,1,0.5,0.5,2,Regular
3671,4,0,0.0,0.0,12.25,617.0,4.0,9,3.75,3,3,0.0,1.0,1,Occasional
3672,4,1,559.71,139.9275,12.75,955.25,4.25,9,7.5,3,2,0.25,0.6666666666666666,2,Regular
3673,1,0,0.0,0.0,5.0,541.0,4.0,2,0.0,0,0,0.0,0.0,1,Occasional
3675,3,0,0.0,0.0,13.333333333333334,1085.6666666666667,4.0,4,8.333333333333334,2,2,0.0,1.0,1,Occasional
3676,2,1,1690.0,845.0,9.5,1120.0,4.0,4,0.0,2,1,0.5,0.5,2,Regular
3677,2,0,0.0,0.0,17.0,666.5,4.0,5,10.0,0,0,0.0,0.0,1,Occasional
3678,3,0,0.0,0.0,13.333333333333334,683.3333333333334,4.0,7,11.666666666666666,0,0,0.0,0.0,1,Occasional
3679,2,0,0.0,0.0,23.0,1072.5,4.0,5,10.0,1,1,0.0,1.0,1,Occasional
3680,6,2,3406.58,567.7633333333333,14.666666666666666,1219.0,3.6666666666666665,10,5.0,5,3,0.3333333333333333,0.6,2,Regular
3681,3,1,3297.92,1099.3066666666666,8.0,517.6666666666666,3.6666666666666665,10,5.0,2,1,0.3333333333333333,0.5,2,Regular
3682,5,1,2922.6,584.52,10.2,246.0,4.2,12,1.0,3,2,0.2,0.6666666666666666,2,Regular
3683,2,0,0.0,0.0,11.5,1180.0,4.0,6,10.0,1,1,0.0,1.0,1,Occasional
3684,2,0,0.0,0.0,6.5,371.5,4.0,5,7.5,0,0,0.0,0.0,1,Occasional
3685,2,0,0.0,0.0,6.0,767.5,4.0,5,5.0,1,1,0.0,1.0,1,Occasional
3686,2,1,1174.43,587.215,21.0,886.0,4.0,7,17.5,2,1,0.5,0.5,2,Regular
3687,2,0,0.0,0.0,10.0,989.5,4.0,4,7.5,2,2,0.0,1.0,1,Occasional
3688,6,1,504.6,84.10000000000001,10.333333333333334,790.6666666666666,4.0,13,7.5,4,3,0.1666666666666666,0.75,2,Regular
3690,3,1,5307.62,1769.2066666666667,16.666666666666668,1090.0,4.0,10,10.0,2,1,0.3333333333333333,0.5,0,Premium
3691,3,2,1492.97,497.6566666666667,21.33333333333333,1102.6666666666667,4.0,4,5.0,3,1,0.6666666666666666,0.3333333333333333,2,Regular
3692,3,0,0.0,0.0,12.666666666666666,949.0,4.0,8,1.6666666666666667,1,1,0.0,1.0,1,Occasional
3693,3,1,3024.68,1008.2266666666666,8.666666666666666,640.0,3.6666666666666665,7,3.333333333333333,2,1,0.3333333333333333,0.5,2,Regular
3694,7,0,0.0,0.0,13.857142857142858,708.8571428571429,4.0,16,8.571428571428571,2,2,0.0,1.0,2,Regular
3695,5,0,0.0,0.0,10.8,488.6,4.0,12,8.0,2,2,0.0,1.0,1,Occasional
3696,4,0,0.0,0.0,13.5,1228.5,4.0,11,10.0,3,3,0.0,1.0,1,Occasional
3697,6,1,2325.48,387.58,13.333333333333334,718.3333333333334,3.8333333333333335,15,8.333333333333334,4,3,0.1666666666666666,0.75,2,Regular
3698,2,0,0.0,0.0,23.0,1104.5,4.0,6,5.0,1,1,0.0,1.0,1,Occasional
3699,4,1,318.05,79.5125,16.25,932.75,3.5,12,10.0,3,2,0.25,0.6666666666666666,2,Regular
3701,4,1,542.49,135.6225,11.25,1177.75,4.0,12,8.75,4,3,0.25,0.75,2,Regular
3702,2,0,0.0,0.0,12.0,470.0,4.0,4,5.0,0,0,0.0,0.0,1,Occasional
3703,1,0,0.0,0.0,23.0,1661.0,4.0,2,25.0,0,0,0.0,0.0,1,Occasional
3705,3,1,232.75,77.58333333333333,11.333333333333334,1076.6666666666667,4.333333333333333,5,11.666666666666666,3,2,0.3333333333333333,0.6666666666666666,2,Regular
3706,3,1,1081.96,360.65333333333336,12.333333333333334,877.0,3.0,9,6.666666666666667,3,2,0.3333333333333333,0.6666666666666666,2,Regular
3707,3,0,0.0,0.0,2.6666666666666665,366.6666666666667,4.0,9,11.666666666666666,3,3,0.0,1.0,1,Occasional
3708,2,0,0.0,0.0,7.5,1267.5,4.0,5,7.5,1,1,0.0,1.0,1,Occasional
3710,2,0,0.0,0.0,11.5,1219.5,4.0,6,5.0,0,0,0.0,0.0,1,Occasional
3711,9,1,202.3,22.477777777777774,12.555555555555555,898.5555555555555,4.0,26,12.77777777777778,6,5,0.1111111111111111,0.8333333333333334,2,Regular
3712,2,0,0.0,0.0,12.5,592.5,4.0,6,15.0,2,2,0.0,1.0,1,Occasional
3713,5,1,1173.89,234.778,10.0,896.2,3.8,11,5.0,3,2,0.2,0.6666666666666666,2,Regular
3714,4,0,0.0,0.0,13.5,704.0,4.0,13,13.75,2,2,0.0,1.0,1,Occasional
3715,7,2,5040.16,720.0228571428571,16.428571428571427,795.1428571428571,4.0,20,7.857142857142857,4,2,0.2857142857142857,0.5,0,Premium
3716,3,1,1167.95,389.31666666666666,7.0,453.0,4.333333333333333,6,13.333333333333334,1,0,0.3333333333333333,0.0,2,Regular
3717,4,1,701.42,175.355,12.0,1020.25,4.0,8,1.25,2,1,0.25,0.5,2,Regular
3718,3,2,1744.21,581.4033333333333,18.0,892.3333333333334,4.333333333333333,8,15.0,3,1,0.6666666666666666,0.3333333333333333,2,Regular
3719,2,0,0.0,0.0,12.0,491.5,4.0,4,15.0,1,1,0.0,1.0,1,Occasional
3720,3,2,3747.54,1249.18,15.666666666666666,1172.6666666666667,4.666666666666667,10,6.666666666666667,3,1,0.6666666666666666,0.3333333333333333,0,Premium
3721,1,0,0.0,0.0,3.0,979.0,4.0,2,0.0,0,0,0.0,0.0,1,Occasional
3722,4,1,3429.88,857.47,13.75,370.5,3.5,9,6.25,3,2,0.25,0.6666666666666666,2,Regular
3723,4,0,0.0,0.0,19.0,1078.5,4.0,8,5.0,2,2,0.0,1.0,1,Occasional
3724,3,0,0.0,0.0,18.0,1264.6666666666667,4.0,8,11.666666666666666,3,3,0.0,1.0,1,Occasional
3725,1,1,676.94,676.94,2.0,21.0,5.0,2,0.0,1,0,1.0,0.0,1,Occasional
3726,4,1,6909.44,1727.36,16.0,727.5,4.25,12,6.25,2,1,0.25,0.5,0,Premium
3727,2,1,2799.69,1399.845,11.5,1141.5,4.0,6,0.0,2,1,0.5,0.5,0,Premium
3728,3,1,254.29,84.76333333333334,10.666666666666666,1697.0,4.333333333333333,4,6.666666666666667,2,1,0.3333333333333333,0.5,2,Regular
3729,3,0,0.0,0.0,3.0,662.0,4.0,9,18.33333333333333,1,1,0.0,1.0,1,Occasional
3730,3,0,0.0,0.0,7.333333333333333,694.0,4.0,4,11.666666666666666,1,1,0.0,1.0,1,Occasional
3731,2,0,0.0,0.0,14.0,847.5,4.0,6,7.5,0,0,0.0,0.0,1,Occasional
3732,4,1,1229.92,307.48,9.0,1156.25,4.0,12,5.0,4,3,0.25,0.75,2,Regular
3733,2,1,807.14,403.57,18.0,1516.0,4.5,2,12.5,2,1,0.5,0.5,1,Occasional
3735,4,1,110.17,27.5425,10.5,1051.25,3.25,8,13.75,2,1,0.25,0.5,2,Regular
3736,4,0,0.0,0.0,10.25,813.75,4.0,10,6.25,2,2,0.0,1.0,1,Occasional
3737,1,0,0.0,0.0,9.0,103.0,4.0,1,0.0,0,0,0.0,0.0,1,Occasional
3738,1,0,0.0,0.0,18.0,1299.0,4.0,2,0.0,0,0,0.0,0.0,1,Occasional
3739,1,0,0.0,0.0,2.0,195.0,4.0,2,15.0,0,0,0.0,0.0,1,Occasional
3740,1,0,0.0,0.0,13.0,874.0,4.0,2,0.0,0,0,0.0,0.0,1,Occasional
3741,4,3,6094.389999999999,1523.5975,15.25,940.5,4.75,11,6.25,3,0,0.75,0.0,0,Premium
3742,2,1,1125.14,562.57,20.5,514.0,4.0,5,15.0,2,1,0.5,0.5,2,Regular
3743,3,0,0.0,0.0,11.333333333333334,779.6666666666666,4.0,6,5.0,3,3,0.0,1.0,1,Occasional
3744,3,0,0.0,0.0,15.333333333333334,608.3333333333334,4.0,8,8.333333333333334,2,2,0.0,1.0,1,Occasional
3745,4,1,896.08,224.02,8.25,604.5,4.0,12,11.25,2,1,0.25,0.5,2,Regular
3746,3,2,9284.9,3094.9666666666667,13.333333333333334,1158.3333333333333,3.333333333333333,9,16.666666666666668,2,0,0.6666666666666666,0.0,0,Premium
3747,1,0,0.0,0.0,10.0,785.0,4.0,2,0.0,1,1,0.0,1.0,1,Occasional
3748,2,0,0.0,0.0,17.0,720.5,4.0,6,17.5,1,1,0.0,1.0,1,Occasional
3749,2,0,0.0,0.0,20.0,734.5,4.0,7,15.0,1,1,0.0,1.0,1,Occasional
3750,3,1,650.18,216.72666666666663,13.666666666666666,1243.3333333333333,4.333333333333333,10,0.0,3,2,0.3333333333333333,0.6666666666666666,2,Regular
3751,1,1,2637.54,2637.54,16.0,1647.0,4.0,3,0.0,1,0,1.0,0.0,0,Premium
3752,4,2,3028.48,757.12,16.0,811.5,2.5,8,15.0,4,2,0.5,0.5,2,Regular
3753,4,1,569.7,142.425,9.75,280.0,4.0,9,3.75,3,2,0.25,0.6666666666666666,2,Regular
3754,4,1,623.83,155.9575,9.5,855.75,4.25,5,7.5,2,1,0.25,0.5,2,Regular
3756,3,0,0.0,0.0,7.0,1387.6666666666667,4.0,6,6.666666666666667,1,1,0.0,1.0,1,Occasional
3757,2,0,0.0,0.0,18.5,240.5,4.0,2,7.5,0,0,0.0,0.0,1,Occasional
3758,2,0,0.0,0.0,3.0,797.5,4.0,7,17.5,1,1,0.0,1.0,1,Occasional
3759,2,0,0.0,0.0,12.0,991.0,4.0,7,10.0,1,1,0.0,1.0,1,Occasional
3760,5,0,0.0,0.0,9.8,1483.8,4.0,8,13.0,3,3,0.0,1.0,1,Occasional
3761,5,2,2952.99,590.598,9.4,504.6,4.0,10,5.0,4,2,0.4,0.5,2,Regular
3762,4,0,0.0,0.0,17.25,611.25,4.0,13,8.75,4,4,0.0,1.0,1,Occasional
3763,3,1,915.39,305.13,13.0,934.6666666666666,4.0,6,8.333333333333334,2,1,0.3333333333333333,0.5,2,Regular
3764,2,0,0.0,0.0,13.5,515.0,4.0,8,7.5,2,2,0.0,1.0,1,Occasional
3765,3,2,2730.73,910.2433333333332,10.666666666666666,431.6666666666667,4.666666666666667,9,10.0,2,0,0.6666666666666666,0.0,2,Regular
3766,1,0,0.0,0.0,1.0,1435.0,4.0,2,25.0,1,1,0.0,1.0,1,Occasional
3767,3,3,7697.549999999999,2565.85,12.666666666666666,1000.6666666666666,3.6666666666666665,10,10.0,3,0,1.0,0.0,0,Premium
3768,6,1,2236.3,372.7166666666667,14.333333333333334,935.1666666666666,3.8333333333333335,15,1.6666666666666667,5,4,0.1666666666666666,0.8,2,Regular
3769,4,2,1289.65,322.4125,8.5,870.25,3.25,14,6.25,2,0,0.5,0.0,2,Regular
3770,2,0,0.0,0.0,15.5,372.5,4.0,4,0.0,1,1,0.0,1.0,1,Occasional
3771,2,0,0.0,0.0,9.5,821.5,4.0,2,5.0,0,0,0.0,0.0,1,Occasional
3772,4,1,674.32,168.58,6.25,1168.0,3.5,13,10.0,2,1,0.25,0.5,2,Regular
3773,1,1,437.63,437.63,15.0,1719.0,4.0,1,5.0,1,0,1.0,0.0,1,Occasional
3774,2,1,2699.41,1349.705,16.0,543.0,3.5,4,5.0,1,0,0.5,0.0,0,Premium
3775,5,2,4084.83,816.966,8.0,922.2,4.4,8,6.0,4,2,0.4,0.5,0,Premium
3776,2,0,0.0,0.0,15.5,1082.0,4.0,2,10.0,1,1,0.0,1.0,1,Occasional
3777,4,2,3038.35,759.5875,4.5,1332.5,3.25,14,7.5,2,0,0.5,0.0,2,Regular
3778,1,0,0.0,0.0,10.0,1109.0,4.0,4,0.0,1,1,0.0,1.0,1,Occasional
3779,3,1,2386.57,795.5233333333334,8.333333333333334,972.3333333333334,3.6666666666666665,5,21.666666666666668,1,0,0.3333333333333333,0.0,2,Regular
3780,2,0,0.0,0.0,6.0,1310.0,4.0,5,5.0,1,1,0.0,1.0,1,Occasional
3781,1,0,0.0,0.0,11.0,610.0,4.0,3,15.0,0,0,0.0,0.0,1,Occasional
3782,2,0,0.0,0.0,11.5,983.5,4.0,4,10.0,1,1,0.0,1.0,1,Occasional
3783,2,1,604.38,302.19,17.5,935.0,4.5,4,5.0,1,0,0.5,0.0,1,Occasional
3784,4,2,1658.4,414.6,18.0,1337.5,4.0,12,10.0,4,2,0.5,0.5,2,Regular
3785,4,0,0.0,0.0,15.75,879.75,4.0,7,7.5,2,2,0.0,1.0,1,Occasional
3786,3,0,0.0,0.0,10.0,745.3333333333334,4.0,6,3.333333333333333,2,2,0.0,1.0,1,Occasional
3787,1,0,0.0,0.0,10.0,1272.0,4.0,4,20.0,1,1,0.0,1.0,1,Occasional
3788,2,1,929.44,464.72,18.0,485.5,4.0,6,0.0,1,0,0.5,0.0,2,Regular
3789,6,0,0.0,0.0,13.833333333333334,932.5,4.0,13,4.166666666666667,2,2,0.0,1.0,2,Regular
3790,3,1,1459.87,486.6233333333333,7.333333333333333,1170.3333333333333,4.333333333333333,6,13.333333333333334,3,2,0.3333333333333333,0.6666666666666666,2,Regular
3791,1,0,0.0,0.0,24.0,88.0,4.0,3,25.0,1,1,0.0,1.0,1,Occasional
3792,3,2,3030.7200000000003,1010.24,13.333333333333334,1211.6666666666667,4.666666666666667,8,6.666666666666667,2,0,0.6666666666666666,0.0,0,Premium
3793,5,3,3480.98,696.196,12.0,748.6,4.2,9,14.0,3,0,0.6,0.0,2,Regular
3794,2,0,0.0,0.0,17.5,900.0,4.0,3,17.5,1,1,0.0,1.0,1,Occasional
3795,2,0,0.0,0.0,8.5,592.5,4.0,4,27.5,1,1,0.0,1.0,1,Occasional
3796,2,1,2238.27,1119.135,19.5,1063.5,3.5,3,10.0,2,1,0.5,0.5,2,Regular
3797,1,0,0.0,0.0,13.0,1446.0,4.0,4,0.0,1,1,0.0,1.0,1,Occasional
3798,5,1,205.98,41.196,12.0,725.0,4.0,15,13.0,4,3,0.2,0.75,2,Regular
3799,5,2,6810.64,1362.1280000000002,14.6,651.6,3.4,16,10.0,3,1,0.4,0.3333333333333333,0,Premium
3800,3,0,0.0,0.0,13.666666666666666,872.6666666666666,4.0,8,18.33333333333333,1,1,0.0,1.0,1,Occasional
3801,3,1,821.75,273.9166666666667,16.0,1457.3333333333333,3.333333333333333,7,5.0,2,1,0.3333333333333333,0.5,2,Regular
3802,4,1,2927.54,731.885,13.5,1183.5,3.75,8,7.5,3,2,0.25,0.6666666666666666,2,Regular
3803,2,2,3018.73,1509.365,13.5,1221.5,4.0,5,2.5,2,0,1.0,0.0,0,Premium
3804,2,1,1918.85,959.425,8.0,620.0,3.5,4,20.0,2,1,0.5,0.5,2,Regular
3805,1,0,0.0,0.0,23.0,287.0,4.0,2,10.0,0,0,0.0,0.0,1,Occasional
3806,3,2,3081.5,1027.1666666666667,6.0,592.0,3.333333333333333,9,13.333333333333334,2,0,0.6666666666666666,0.0,0,Premium
3808,5,0,0.0,0.0,17.8,969.6,4.0,15,2.0,1,1,0.0,1.0,1,Occasional
3809,2,0,0.0,0.0,3.0,471.5,4.0,5,12.5,2,2,0.0,1.0,1,Occasional
3810,2,0,0.0,0.0,18.0,1543.5,4.0,3,12.5,1,1,0.0,1.0,1,Occasional
3811,4,0,0.0,0.0,13.5,510.75,4.0,7,2.5,0,0,0.0,0.0,1,Occasional
3812,2,2,2872.67,1436.335,10.0,641.5,4.0,5,10.0,2,0,1.0,0.0,0,Premium
3813,4,1,744.09,186.0225,12.25,802.5,4.25,10,8.75,3,2,0.25,0.6666666666666666,2,Regular
3815,3,0,0.0,0.0,15.0,908.3333333333334,4.0,10,13.333333333333334,2,2,0.0,1.0,1,Occasional
3816,3,1,3193.45,1064.4833333333331,12.333333333333334,964.3333333333334,4.333333333333333,11,15.0,1,0,0.3333333333333333,0.0,2,Regular
3817,3,0,0.0,0.0,13.0,966.3333333333334,4.0,7,13.333333333333334,3,3,0.0,1.0,1,Occasional
3818,2,1,3395.26,1697.63,16.5,504.0,4.5,7,2.5,2,1,0.5,0.5,0,Premium
3819,2,0,0.0,0.0,2.5,494.5,4.0,7,0.0,1,1,0.0,1.0,1,Occasional
3821,3,2,2830.43,943.4766666666666,14.0,906.0,4.333333333333333,10,11.666666666666666,2,0,0.6666666666666666,0.0,2,Regular
3822,3,1,505.58,168.52666666666667,8.666666666666666,851.3333333333334,3.333333333333333,9,3.333333333333333,1,0,0.3333333333333333,0.0,2,Regular
3823,2,1,2194.52,1097.26,18.0,1022.0,4.0,5,7.5,2,1,0.5,0.5,2,Regular
3824,5,3,3904.47,780.894,10.0,690.8,3.8,12,14.0,5,2,0.6,0.4,0,Premium
3825,1,0,0.0,0.0,12.0,858.0,4.0,4,15.0,1,1,0.0,1.0,1,Occasional
3826,2,0,0.0,0.0,16.5,976.5,4.0,6,10.0,1,1,0.0,1.0,1,Occasional
3827,5,3,6372.849999999999,1274.57,11.8,1057.8,3.8,11,17.0,4,1,0.6,0.25,0,Premium
3828,2,1,950.18,475.09,4.0,875.5,2.5,8,20.0,1,0,0.5,0.0,2,Regular
3829,4,1,564.28,141.07,13.25,667.5,4.0,9,12.5,2,1,0.25,0.5,2,Regular
3830,3,1,1358.58,452.86,16.333333333333332,725.0,4.333333333333333,5,0.0,3,2,0.3333333333333333,0.6666666666666666,2,Regular
3831,6,1,7265.12,1210.8533333333332,15.666666666666666,1175.6666666666667,4.0,18,2.5,4,3,0.1666666666666666,0.75,0,Premium
3832,3,1,6699.59,2233.1966666666667,18.33333333333333,1062.3333333333333,4.333333333333333,8,8.333333333333334,1,0,0.3333333333333333,0.0,0,Premium
3833,2,1,5109.3,2554.65,8.0,344.5,3.5,7,5.0,2,1,0.5,0.5,0,Premium
3834,2,1,968.5,484.25,13.5,373.5,4.0,4,12.5,1,0,0.5,0.0,2,Regular
3835,1,1,3122.06,3122.06,2.0,13.0,4.0,3,25.0,1,0,1.0,0.0,0,Premium
3836,3,0,0.0,0.0,13.0,124.66666666666669,4.0,6,10.0,1,1,0.0,1.0,1,Occasional
3838,2,0,0.0,0.0,11.0,898.5,4.0,4,0.0,1,1,0.0,1.0,1,Occasional
3839,3,1,903.92,301.3066666666667,11.333333333333334,613.0,4.333333333333333,8,16.666666666666668,2,1,0.3333333333333333,0.5,2,Regular
3840,4,0,0.0,0.0,6.25,642.25,4.0,8,2.5,3,3,0.0,1.0,1,Occasional
3841,2,0,0.0,0.0,23.5,1086.5,4.0,5,12.5,1,1,0.0,1.0,1,Occasional
3842,1,0,0.0,0.0,13.0,1191.0,4.0,3,15.0,0,0,0.0,0.0,1,Occasional
3843,2,0,0.0,0.0,14.5,456.0,4.0,7,20.0,2,2,0.0,1.0,1,Occasional
3844,3,1,2859.8,953.2666666666668,15.666666666666666,850.6666666666666,4.0,8,5.0,3,2,0.3333333333333333,0.6666666666666666,2,Regular
3845,5,2,2819.12,563.824,9.8,522.2,4.0,15,7.0,4,2,0.4,0.5,2,Regular
3846,3,1,1652.19,550.73,14.666666666666666,217.33333333333331,3.6666666666666665,7,5.0,1,0,0.3333333333333333,0.0,2,Regular
3847,2,1,4909.18,2454.59,13.5,1301.0,3.0,6,10.0,2,1,0.5,0.5,0,Premium
3848,5,2,5083.42,1016.684,18.4,764.2,4.2,14,9.0,5,3,0.4,0.6,0,Premium
3849,2,1,2315.04,1157.52,16.5,1014.5,4.5,5,7.5,2,1,0.5,0.5,2,Regular
3850,2,1,3675.3,1837.65,18.5,788.0,4.5,3,10.0,1,0,0.5,0.0,0,Premium
3851,3,1,2101.57,700.5233333333334,14.666666666666666,1476.0,4.333333333333333,8,10.0,2,1,0.3333333333333333,0.5,2,Regular
3852,2,1,1110.02,555.01,18.0,1245.0,4.0,5,10.0,2,1,0.5,0.5,2,Regular
3853,7,0,0.0,0.0,9.714285714285714,669.2857142857143,4.0,16,15.714285714285714,3,3,0.0,1.0,2,Regular
3854,4,1,652.25,163.0625,12.0,1116.5,4.0,8,13.75,3,2,0.25,0.6666666666666666,2,Regular
3855,3,0,0.0,0.0,7.0,1184.0,4.0,11,10.0,1,1,0.0,1.0,1,Occasional
3856,1,0,0.0,0.0,21.0,661.0,4.0,2,0.0,0,0,0.0,0.0,1,Occasional
3857,3,1,2698.49,899.4966666666666,9.333333333333334,427.6666666666667,4.333333333333333,6,10.0,3,2,0.3333333333333333,0.6666666666666666,2,Regular
3858,3,1,1594.4,531.4666666666667,8.0,764.3333333333334,3.6666666666666665,8,6.666666666666667,1,0,0.3333333333333333,0.0,2,Regular
3859,4,0,0.0,0.0,9.0,1155.5,4.0,9,13.75,3,3,0.0,1.0,1,Occasional
3860,3,1,2441.37,813.79,12.666666666666666,299.3333333333333,4.0,10,6.666666666666667,1,0,0.3333333333333333,0.0,2,Regular
3861,2,1,470.39,235.195,19.0,397.5,4.0,4,7.5,1,0,0.5,0.0,1,Occasional
3862,3,1,3433.82,1144.6066666666668,9.0,907.0,4.333333333333333,4,3.333333333333333,2,1,0.3333333333333333,0.5,0,Premium
3863,3,1,244.54,81.51333333333334,10.666666666666666,559.0,3.333333333333333,8,10.0,2,1,0.3333333333333333,0.5,2,Regular
3864,1,0,0.0,0.0,6.0,736.0,4.0,2,20.0,0,0,0.0,0.0,1,Occasional
3865,3,0,0.0,0.0,12.0,1272.3333333333333,4.0,6,3.333333333333333,1,1,0.0,1.0,1,Occasional
3866,1,0,0.0,0.0,23.0,810.0,4.0,3,15.0,0,0,0.0,0.0,1,Occasional
3867,1,0,0.0,0.0,1.0,1515.0,4.0,4,0.0,1,1,0.0,1.0,1,Occasional
3868,2,0,0.0,0.0,6.0,1353.0,4.0,7,10.0,2,2,0.0,1.0,1,Occasional
3869,6,0,0.0,0.0,9.0,1220.1666666666667,4.0,14,12.5,4,4,0.0,1.0,2,Regular
3870,3,1,6415.09,2138.363333333333,9.666666666666666,777.6666666666666,4.0,7,3.333333333333333,3,2,0.3333333333333333,0.6666666666666666,0,Premium
3871,2,0,0.0,0.0,12.5,710.5,4.0,3,10.0,0,0,0.0,0.0,1,Occasional
3872,2,1,3073.8,1536.9,9.0,669.5,4.0,5,0.0,1,0,0.5,0.0,0,Premium
3873,3,0,0.0,0.0,11.0,1052.6666666666667,4.0,6,0.0,2,2,0.0,1.0,1,Occasional
3874,7,1,1674.7,239.2428571428572,15.857142857142858,1132.7142857142858,4.142857142857143,18,10.714285714285714,5,4,0.1428571428571428,0.8,2,Regular
3875,2,0,0.0,0.0,17.5,1032.5,4.0,7,15.0,2,2,0.0,1.0,1,Occasional
3876,4,1,4145.45,1036.3625,9.5,500.5,4.0,10,12.5,3,2,0.25,0.6666666666666666,0,Premium
3877,2,0,0.0,0.0,13.0,1365.0,4.0,5,7.5,1,1,0.0,1.0,1,Occasional
3878,3,0,0.0,0.0,12.333333333333334,1189.6666666666667,4.0,8,8.333333333333334,1,1,0.0,1.0,1,Occasional
3879,1,0,0.0,0.0,19.0,1335.0,4.0,1,0.0,1,1,0.0,1.0,1,Occasional
3880,2,1,461.33,230.665,15.0,508.0,4.5,4,10.0,1,0,0.5,0.0,1,Occasional
3881,4,1,4236.88,1059.22,12.5,692.5,4.0,12,10.0,3,2,0.25,0.6666666666666666,0,Premium
3883,6,2,4394.8,732.4666666666667,6.333333333333333,626.6666666666666,4.0,20,5.833333333333333,4,2,0.3333333333333333,0.5,2,Regular
3884,4,1,4545.56,1136.39,8.25,912.0,4.0,11,2.5,4,3,0.25,0.75,0,Premium
3885,4,1,3134.36,783.59,9.75,666.75,3.75,9,10.0,2,1,0.25,0.5,2,Regular
3886,3,1,2776.48,925.4933333333332,7.0,653.0,3.6666666666666665,7,6.666666666666667,2,1,0.3333333333333333,0.5,2,Regular
3887,4,1,4259.91,1064.9775,11.5,764.0,3.5,10,10.0,4,3,0.25,0.75,0,Premium
3888,4,2,1600.38,400.095,7.0,871.25,4.25,9,11.25,3,1,0.5,0.3333333333333333,2,Regular
3889,2,1,1150.2,575.1,16.0,1590.5,4.5,8,5.0,2,1,0.5,0.5,2,Regular
3890,4,1,3330.18,832.545,7.5,535.75,4.0,11,5.0,1,0,0.25,0.0,2,Regular
3891,3,1,1779.52,593.1733333333333,11.333333333333334,823.6666666666666,4.333333333333333,8,8.333333333333334,3,2,0.3333333333333333,0.6666666666666666,2,Regular
3892,4,2,2469.43,617.3575,11.0,792.75,4.25,10,8.75,2,0,0.5,0.0,2,Regular
3893,9,1,413.16,45.906666666666666,15.22222222222222,791.3333333333334,4.111111111111111,22,12.22222222222222,2,1,0.1111111111111111,0.5,2,Regular
3894,3,1,4068.51,1356.17,8.666666666666666,1038.3333333333333,3.6666666666666665,8,8.333333333333334,2,1,0.3333333333333333,0.5,0,Premium
3895,1,0,0.0,0.0,3.0,1534.0,4.0,3,25.0,0,0,0.0,0.0,1,Occasional
3896,3,0,0.0,0.0,19.0,1115.3333333333333,4.0,9,10.0,2,2,0.0,1.0,1,Occasional
3897,5,2,1052.3000000000002,210.46000000000004,11.8,927.6,4.2,11,9.0,3,1,0.4,0.3333333333333333,2,Regular
3898,3,0,0.0,0.0,9.333333333333334,1342.6666666666667,4.0,7,8.333333333333334,1,1,0.0,1.0,1,Occasional
3899,1,0,0.0,0.0,4.0,83.0,4.0,1,0.0,0,0,0.0,0.0,1,Occasional
3900,5,0,0.0,0.0,6.0,1128.6,4.0,14,5.0,3,3,0.0,1.0,1,Occasional
3901,3,0,0.0,0.0,11.333333333333334,596.0,4.0,10,15.0,1,1,0.0,1.0,1,Occasional
3902,4,0,0.0,0.0,6.75,776.25,4.0,8,20.0,2,2,0.0,1.0,1,Occasional
3903,1,0,0.0,0.0,3.0,310.0,4.0,1,0.0,0,0,0.0,0.0,1,Occasional
3904,2,0,0.0,0.0,20.0,692.0,4.0,2,15.0,2,2,0.0,1.0,1,Occasional
3906,2,0,0.0,0.0,14.5,899.0,4.0,6,17.5,1,1,0.0,1.0,1,Occasional
